,game_play_id,pickoff_successful,pickoff_time,runner_max_distance,runner_max_x,runner_max_y,fielder_distance,fielder_max_x,fielder_max_y
0,1901_01_TeamLG_TeamA3_64,1.0,700.0,9.513134648999772,57.1473,70.593,4.462265550143785,59.3874,62.2866
1,1901_01_TeamLG_TeamA3_156,1.0,500.0,10.716915859518537,56.3919,71.5341,4.810773444052422,59.9973,60.4968
2,1901_02_TeamLG_TeamA3_131,1.0,1200.0,10.423666606813557,55.7328,70.4319,4.513885786104917,59.1336,63.3729
3,1901_02_TeamLG_TeamA3_133,0.0,1050.0,12.54270103327031,54.2607,71.9676,3.7146338352521386,59.9253,63.6894
4,1901_02_TeamLG_TeamA3_146,1.0,900.0,10.928181483211198,57.1359,72.4218,4.2038589700416935,59.5056,62.8764
5,1901_02_TeamLG_TeamA3_171,0.0,1100.0,12.149446717032019,55.2789,72.4548,3.2336981074305653,60.4809,62.9472
6,1901_02_TeamLG_TeamA3_208,1.0,850.0,2.9798287215878676,62.0685,66.1716,2.7794880194021383,60.9357,62.9958
7,1901_03_TeamLG_TeamA3_11,0.0,750.0,12.564821520419615,56.0268,73.6356,3.9609192114962397,59.8194,62.5932
8,1901_03_TeamLG_TeamA3_57,1.0,800.0,10.224955245867823,56.8179,71.2563,3.5535911765423998,60.0996,63.3291
9,1901_05_TeamLI_TeamA3_6,0.0,850.0,12.080385967757822,56.7099,73.5348,3.2780177989144628,60.3741,63.3534
10,1901_05_TeamLI_TeamA3_8,0.0,700.0,12.523682129469753,56.9088,74.2008,3.5002786017687266,60.5973,61.9086
11,1901_05_TeamLI_TeamA3_30,0.0,650.0,11.49677634904672,55.1067,71.3445,3.7883999049730757,60.4146,61.6518
12,1901_05_TeamLI_TeamA3_32,0.0,550.0,12.129927883132698,55.0539,72.2082,3.9205085613986395,59.8683,62.5683
13,1901_05_TeamLI_TeamA3_33,0.0,650.0,10.842725242760697,55.6281,70.9458,3.6181149484227304,60.0903,62.9373
14,1901_07_TeamLK_TeamB_170,0.0,650.0,7.962583435669612,57.9687,69.2292,3.3121153376656425,60.3372,63.3861
15,1901_07_TeamLK_TeamB_174,1.0,600.0,10.15933109855172,56.3067,70.671,3.5039442375700016,60.7605,61.6425
16,1901_07_TeamLK_TeamB_177,1.0,550.0,11.825814933863969,55.7559,72.4542,3.857713449700484,59.8305,64.2501
17,1901_07_TeamLK_TeamB_191,0.0,600.0,9.919409432521677,56.7831,70.8078,5.115644871372527,60.5229,59.583
18,1901_08_TeamLK_TeamB_12,1.0,2050.0,16.661357804512807,53.4438,76.8171,4.067185051113364,59.5764,63.8196
19,1901_08_TeamLK_TeamB_76,0.0,1450.0,10.059368300743335,57.1677,71.3406,2.8839001248309595,60.8208,63.0303
20,1901_08_TeamLK_TeamB_77,1.0,1500.0,11.81014115495661,55.3509,72.0525,2.74796914829843,60.9258,63.2076
21,1901_08_TeamLK_TeamB_129,0.0,1550.0,12.247054411980047,56.1372,73.3197,4.062904961969946,59.5809,63.8244
22,1901_09_TeamLK_TeamB_49,1.0,1550.0,10.449419922655991,57.321,71.9622,4.16326886953029,59.7228,62.2284
23,1901_09_TeamLK_TeamB_254,1.0,1500.0,9.569148846161813,56.3556,69.8454,3.9411782248459692,60.0318,65.226
24,1901_10_TeamLJ_TeamB_50,1.0,6350.0,15.566584853782157,54.5172,76.2531,4.067185051113364,59.5764,63.8196
25,1901_11_TeamLJ_TeamB_113,1.0,4450.0,10.880704081997639,56.382,71.7462,5.4243308527411935,58.6794,61.4442
26,1901_12_TeamLJ_TeamB_13,0.0,900.0,8.094044883122407,57.588,69.0147,3.6293874648485827,60.0297,63.264
27,1901_12_TeamLJ_TeamB_166,0.0,650.0,7.892993301023381,58.3698,69.5157,3.578424345993643,60.0624,63.7332
28,1901_12_TeamLJ_TeamB_186,0.0,700.0,12.21218039254252,55.2021,72.4683,5.234223965403085,61.7202,58.77
29,1901_14_TeamLL_TeamB_6,0.0,1550.0,10.15933109855172,56.3067,70.671,5.83683331353569,58.7844,60.3999
30,1901_14_TeamLL_TeamB_27,0.0,1650.0,11.703383852971761,56.0331,72.534,4.245707527609505,60.0711,61.3392
31,1901_14_TeamLL_TeamB_32,0.0,1550.0,11.038550305633438,56.265,71.8533,3.862674753328322,59.8185,63.0744
32,1901_14_TeamLL_TeamB_52,0.0,1650.0,10.157512160465275,57.6069,71.8116,3.6184169038406844,60.1488,62.6871
33,1901_14_TeamLL_TeamB_130,0.0,1550.0,9.297895295710745,57.2433,70.3878,3.825011211748278,60.7482,61.1355
34,1901_14_TeamLL_TeamB_175,0.0,2650.0,10.065772857063683,56.6091,70.8432,5.940792833452453,57.7671,62.7414
35,1901_16_TeamLH_TeamA3_85,1.0,700.0,11.049269923393128,55.9074,71.5326,4.574446353385295,59.5986,61.4958
36,1901_16_TeamLH_TeamA3_86,1.0,500.0,10.73568688114552,56.1612,71.3421,3.602945644885585,60.6612,61.6122
37,1901_16_TeamLH_TeamA3_178,1.0,600.0,11.216341236339053,55.5459,71.4048,4.749116066174842,59.6706,61.0317
38,1901_17_TeamLH_TeamA3_4,1.0,1350.0,11.909343779150893,55.9074,72.6975,4.479035696441818,59.3865,62.235
39,1901_17_TeamLH_TeamA3_5,1.0,1600.0,10.196411880656836,57.8406,72.0264,4.051705529773855,59.6217,64.1619
40,1901_17_TeamLH_TeamA3_7,0.0,900.0,12.744537096732854,56.4261,74.1462,3.157299385550888,60.525,63.1221
41,1901_17_TeamLH_TeamA3_244,0.0,1650.0,9.574876480143232,55.4727,68.6376,5.143855412042609,58.8621,61.7331
42,1901_17_TeamLH_TeamA3_245,0.0,1250.0,8.983121498120799,55.9947,68.3568,5.544670779225765,58.1217,63.0954
43,1901_17_TeamLH_TeamA3_284,1.0,1000.0,7.860382095674482,57.5034,68.5521,7.052369908052191,58.29,59.0442
44,1901_18_TeamLH_TeamA3_11,0.0,1000.0,12.192141177824341,55.9971,73.1391,3.4857309965056125,60.1539,63.6543
45,1901_18_TeamLH_TeamA3_16,0.0,1050.0,12.829480340216437,55.1172,73.2294,2.338274132773999,61.368,64.194
46,1901_18_TeamLH_TeamA3_133,0.0,1300.0,11.90996635763511,55.5738,72.4026,3.610293533772567,60.1122,62.8704
47,1901_18_TeamLH_TeamA3_272,1.0,1050.0,11.675557298904408,56.1228,72.5736,4.2279045022327555,59.4144,63.4884
48,1902_01_TeamMG_TeamA3_71,0.0,700.0,12.418525872662983,55.191,72.7413,3.2436804235312726,60.5886,62.5383
49,1902_02_TeamMG_TeamA3_22,0.0,600.0,13.274524699965719,54.672,73.4271,4.72384820247222,59.0766,62.4174
50,1902_02_TeamMG_TeamA3_27,0.0,600.0,12.884977194391922,54.6093,72.8307,4.377729901444356,59.3949,62.5686
51,1902_02_TeamMG_TeamA3_87,0.0,650.0,10.73350666138518,55.1418,70.1967,4.420379153421116,59.3115,62.7411
52,1902_03_TeamMG_TeamA3_26,0.0,550.0,10.406512023728219,56.5947,71.2989,2.5015410550298833,61.2249,62.9862
53,1902_03_TeamMG_TeamA3_130,0.0,550.0,11.492950626362232,55.4385,71.6913,3.8184732551112632,60.0666,62.2926
54,1902_04_TeamML_TeamB_44,0.0,750.0,8.955724317440772,57.5838,70.2375,4.319768535465768,60.6234,60.5472
55,1902_04_TeamML_TeamB_45,0.0,700.0,6.266191168485047,59.307,68.1666,4.0816775926082185,59.8857,62.037
56,1902_04_TeamML_TeamB_46,1.0,650.0,7.326072284655675,58.761,69.105,3.986759879902477,59.6691,63.2799
57,1902_04_TeamML_TeamB_180,0.0,550.0,9.655162509248614,56.0784,69.6438,4.694870317697816,60.3969,60.2445
58,1902_04_TeamML_TeamB_216,0.0,650.0,6.614084759813709,58.1481,67.326,3.5608090007749653,60.8601,61.4139
59,1902_05_TeamML_TeamB_7,0.0,800.0,14.621572339868239,53.6841,74.3484,5.174979930395867,58.8564,65.6148
60,1902_05_TeamML_TeamB_35,0.0,900.0,12.562325264456414,56.0574,73.6557,4.494722184963162,60.792,60.162
61,1902_05_TeamML_TeamB_61,1.0,1000.0,13.246427196040445,54.9021,73.5957,5.505503028788564,59.3058,60.2442
62,1902_05_TeamML_TeamB_97,0.0,1050.0,12.617789031759884,55.0413,72.8742,4.756284280822588,60.0156,60.5592
63,1902_05_TeamML_TeamB_161,0.0,700.0,11.337432637947623,55.7727,71.8035,5.025954500390947,59.8938,60.2886
64,1902_05_TeamML_TeamB_166,0.0,850.0,13.56618590651035,54.969,74.0733,5.140066903261087,59.6415,60.4092
65,1902_05_TeamML_TeamB_239,1.0,650.0,10.43561856336269,57.2622,71.8998,4.414726059451483,59.9943,61.1493
66,1902_05_TeamML_TeamB_262,1.0,600.0,13.923189475116686,54.3876,74.0442,5.056749178078742,60.15,59.9799
67,1902_05_TeamML_TeamB_315,0.0,850.0,9.998707236938186,57.8592,71.7981,3.8833865800355247,60.6054,61.2159
68,1902_05_TeamML_TeamB_322,0.0,850.0,11.317770728372258,55.9545,71.9481,4.295249515453093,60.603,60.6018
69,1902_06_TeamML_TeamB_140,1.0,750.0,13.224816457327483,55.4568,74.0289,3.411381588154571,60.2601,64.1049
70,1902_06_TeamML_TeamB_141,1.0,650.0,10.683400826515873,56.3595,71.4585,4.236161098211444,59.5677,62.4714
71,1902_06_TeamML_TeamB_164,1.0,800.0,12.284151315007481,57.0969,74.0364,4.098931398547679,60.0021,61.7502
72,1902_06_TeamML_TeamB_211,0.0,750.0,11.337432637947623,55.7727,71.8035,4.266810102406718,59.409,63.0849
73,1902_06_TeamML_TeamB_214,1.0,1600.0,9.25155237243999,56.6379,69.6867,3.7781587896752082,60.6924,61.2756
74,1902_07_TeamMJ_TeamB_10,0.0,1550.0,13.237700048346767,55.086,73.7427,7.691179063056592,57.2949,59.2923
75,1902_07_TeamMJ_TeamB_102,0.0,700.0,16.657806137664103,53.127,76.5612,4.440889299453437,59.2692,64.4277
76,1902_07_TeamMJ_TeamB_132,0.0,600.0,12.16589761793185,55.2117,72.4134,4.360971058147488,59.3232,63.0177
77,1902_07_TeamMJ_TeamB_249,0.0,750.0,10.351756516166713,55.476,70.0047,5.757166123189428,57.8907,63.3312
78,1902_07_TeamMJ_TeamB_286,0.0,600.0,12.256323163575605,56.7246,73.7589,5.718943151492247,58.8747,60.477
79,1902_08_TeamMJ_TeamB_74,0.0,600.0,11.625364581379808,55.8435,72.2634,4.381470831809799,59.5335,62.1108
80,1902_08_TeamMJ_TeamB_75,0.0,600.0,7.719983728609794,56.955,67.5015,4.323048476480457,59.8113,61.6314
81,1902_08_TeamMJ_TeamB_182,0.0,600.0,7.001343940987329,58.4673,68.3583,3.567885810953039,60.54,61.8726
82,1902_08_TeamMJ_TeamB_202,0.0,600.0,3.9391424917106064,60.7722,66.3405,3.6648467580514246,60.132,62.5776
83,1902_08_TeamMJ_TeamB_272,1.0,550.0,9.83404236415524,55.5405,69.2175,5.403728379554254,58.635,61.6014
84,1902_08_TeamMJ_TeamB_342,1.0,550.0,7.93240517686786,57.8754,69.0891,3.6955826671852465,60.1821,62.3346
85,1902_08_TeamMJ_TeamB_362,1.0,550.0,10.261324563622376,55.6788,70.1142,4.974043072792998,59.4756,60.9189
86,1902_08_TeamMJ_TeamB_368,1.0,700.0,8.773172943126104,57.8289,70.2126,4.052737219460449,60.162,61.5585
87,1902_08_TeamMJ_TeamB_370,0.0,700.0,9.51561302334222,56.6196,70.0635,5.424514223412089,58.6416,61.5312
88,1902_08_TeamMJ_TeamB_371,0.0,650.0,9.773912936997133,56.6913,70.5135,3.532647716656728,60.4986,62.0229
89,1902_08_TeamMJ_TeamB_378,0.0,700.0,11.930215365197736,55.8231,72.6525,4.1199306705331855,60.2568,61.2879
90,1902_08_TeamMJ_TeamB_379,0.0,700.0,9.722661904026083,57.0543,70.7925,3.6870867158232152,60.3225,62.0298
91,1902_09_TeamMJ_TeamB_250,0.0,900.0,6.468754645215723,58.1667,67.0881,4.487603174301402,59.3508,62.3187
92,1902_09_TeamMJ_TeamB_258,0.0,1000.0,8.749100080008223,58.7406,70.8885,3.0960342003924946,60.804,62.3967
93,1902_09_TeamMJ_TeamB_291,0.0,1050.0,11.613057120758512,56.0256,72.4083,4.703094402624722,59.5116,61.386
94,1902_10_TeamMI_TeamA3_84,0.0,1750.0,13.073579611185298,54.3132,72.8013,3.49970377032114,60.5718,61.9554
95,1902_10_TeamMI_TeamA3_87,0.0,850.0,8.270972927050357,57.2406,68.88,3.2604082259741647,60.4842,62.8188
96,1902_11_TeamMI_TeamA3_16,0.0,550.0,12.500155500632784,54.1923,71.8251,4.103109519620454,59.8218,62.1363
97,1902_11_TeamMI_TeamA3_19,0.0,550.0,13.187767085067893,53.9526,72.5883,4.628722827087405,59.247,62.1801
98,1902_11_TeamMI_TeamA3_21,0.0,550.0,13.230781626570664,53.859,72.5499,4.137852888878483,59.7633,62.1918
99,1902_11_TeamMI_TeamA3_86,0.0,650.0,6.541187850841775,59.6949,68.8575,3.931200331959697,60.561,61.1949
100,1902_11_TeamMI_TeamA3_88,0.0,650.0,9.342253315448042,57.1086,70.3197,3.5422349173932566,60.171,62.9211
101,1902_12_TeamMI_TeamA3_12,0.0,700.0,12.290131898804017,55.0668,72.4461,4.194623987915965,59.6964,62.2092
102,1902_13_TeamMD_TeamA2_130,0.0,850.0,14.025139295564948,54.7401,74.4795,3.418602885682978,60.6801,61.9284
103,1902_13_TeamMD_TeamA2_292,0.0,750.0,10.510234034026073,56.4033,71.262,3.9362967189987126,59.7861,62.8365
104,1902_13_TeamMK_TeamB_83,0.0,550.0,11.084431929963754,56.8821,72.426,4.266714760796649,59.9919,61.4262
105,1902_13_TeamMK_TeamB_120,0.0,550.0,11.975979562858317,55.3641,72.2964,4.817800587405002,59.2959,61.5555
106,1902_13_TeamMK_TeamB_247,0.0,500.0,12.311633375389308,55.0662,72.4755,5.180360753847172,59.0631,61.2123
107,1902_14_TeamMD_TeamA2_17,0.0,1550.0,12.087443941958943,55.5855,72.6528,3.5621338548684545,60.1788,62.796
108,1902_14_TeamMD_TeamA2_53,0.0,1600.0,10.937926489056329,57.4524,72.6594,4.171246443210954,59.4888,63.2271
109,1902_14_TeamMD_TeamA2_131,0.0,600.0,13.575621035518044,55.1235,74.2119,4.61099126544391,59.1774,62.4777
110,1902_14_TeamMD_TeamA2_305,0.0,550.0,13.689785095829668,54.6855,73.995,4.604029246214669,59.5653,61.4955
111,1902_14_TeamMK_TeamB_93,0.0,600.0,10.573383331743914,55.4754,70.3584,5.128935679066373,59.3394,60.8442
112,1902_16_TeamMD_TeamA2_74,1.0,600.0,11.755196845650865,55.5678,72.1854,4.335323178264804,61.2855,59.9991
113,1902_16_TeamMD_TeamA2_96,1.0,550.0,10.193390588023204,56.4168,70.8324,4.466842975749206,59.5017,61.9572
114,1902_16_TeamMD_TeamA2_144,1.0,550.0,11.858179388506482,56.4192,73.0461,3.262137814378784,60.7122,62.2002
115,1902_17_TeamMB_TeamA1_159,1.0,1600.0,10.146345987595732,55.9227,70.2273,4.243498897136654,59.5491,62.5104
116,1902_17_TeamMB_TeamA1_174,0.0,1600.0,10.524174512521158,56.079,70.9605,6.501326191631983,57.216,64.6419
117,1902_17_TeamMB_TeamA1_177,1.0,1600.0,11.613995320302143,55.6887,72.1053,4.466074326519881,59.1738,63.5901
118,1902_17_TeamMB_TeamA1_179,1.0,1550.0,11.05954291867435,55.8402,71.4807,4.936504694619463,58.7064,63.8202
119,1902_17_TeamMB_TeamA1_182,1.0,1600.0,8.354489768980505,57.9105,69.7203,5.6199912820217115,58.5276,61.3047
120,1902_17_TeamMB_TeamA1_200,1.0,1600.0,9.707802202867555,57.1356,70.8465,3.385304269929072,60.6336,62.0826
121,1902_17_TeamMB_TeamA1_209,1.0,1600.0,9.952784754027382,57.5736,71.5302,6.055342700458828,57.7215,64.9215
122,1902_17_TeamMB_TeamA1_212,1.0,1600.0,11.64184903612824,55.9653,72.3939,5.481315836548741,58.2093,62.8935
123,1902_17_TeamMB_TeamA1_215,0.0,1600.0,8.954468692781273,58.509,70.9785,6.30952246053535,57.4314,64.7658
124,1902_18_TeamMB_TeamA1_34,0.0,1600.0,11.348357436210755,56.9427,72.8013,4.366843136637726,59.3763,62.6943
125,1902_18_TeamMB_TeamA1_60,0.0,1600.0,13.028178403752383,54.8622,73.2672,3.935226154873439,59.7351,63.1488
126,1902_18_TeamMB_TeamA1_129,0.0,1650.0,10.80207165547424,57.4842,72.5163,6.172468709519722,57.7467,65.4762
127,1902_18_TeamMB_TeamA1_144,0.0,1600.0,10.856289513917732,56.0601,71.412,3.9153575009186596,59.8596,62.619
128,1902_21_TeamME_TeamA2_9,0.0,950.0,13.614129043019974,54.9768,74.142,5.147587256181288,59.448,66.6276
129,1902_21_TeamME_TeamA2_11,0.0,950.0,9.915945340712604,57.3408,71.298,4.308384143736493,59.5419,62.3088
130,1902_21_TeamME_TeamA2_15,1.0,850.0,11.273682724380711,57.8415,73.308,2.582990592317362,61.2762,62.5974
131,1902_21_TeamME_TeamA2_57,0.0,800.0,7.287051416039275,59.8293,69.8511,2.8648758664207405,60.7929,63.9618
132,1902_21_TeamME_TeamA2_60,0.0,800.0,8.026997975582152,59.1159,70.2705,2.8648758664207405,60.7929,63.9618
133,1902_21_TeamME_TeamA2_62,1.0,750.0,8.708482249508233,58.2174,70.4541,3.4112140434162144,60.2766,64.2111
134,1902_22_TeamMA_TeamA1_3,0.0,800.0,8.069124917238549,58.8369,70.1238,2.6916399907862845,61.4406,62.0874
135,1902_22_TeamMA_TeamA1_30,0.0,950.0,11.357851409487628,56.4336,72.4188,3.4356226859188177,60.5496,62.1378
136,1902_22_TeamMA_TeamA1_114,0.0,1250.0,11.569622142490225,56.7282,72.918,4.00546637733985,60.1995,61.5879
137,1902_22_TeamMA_TeamA1_115,0.0,1000.0,11.416506921558797,56.1894,72.2901,3.669119262166335,60.5376,61.68
138,1902_23_TeamMA_TeamA1_77,0.0,700.0,10.518894485638684,56.4078,71.2782,3.2000853894857246,60.4491,63.3921
139,1902_23_TeamMA_TeamA1_97,0.0,700.0,12.808250606542638,55.8858,73.8342,3.4095649355892945,60.5457,62.2068
140,1902_24_TeamMA_TeamA1_32,0.0,594.0,11.457323569664958,55.5669,71.7699,2.231445999794751,61.4226,63.3861
141,1902_24_TeamMA_TeamA1_33,0.0,594.0,10.863314929154912,56.2026,71.5581,3.1950279576241583,60.6882,62.4159
142,1902_24_TeamMA_TeamA1_43,0.0,660.0,9.212705099480822,57.6771,70.6626,3.604043579092797,60.0432,63.8742
143,1902_24_TeamMA_TeamA1_99,0.0,660.0,7.590992958763699,58.9737,69.6273,4.352939627424212,59.2878,63.54
144,1902_24_TeamMA_TeamA1_101,0.0,660.0,7.789268107466838,58.7067,69.6678,3.683675677906516,60.2769,62.1357
145,1902_24_TeamMA_TeamA1_197,0.0,660.0,14.269750199635592,55.1136,75.0822,3.530970038105677,60.2967,62.5026
146,1902_24_TeamMA_TeamA1_374,0.0,561.0,8.587104928903567,58.1631,70.2537,3.7330215603449206,60.2157,62.1522
147,1902_24_TeamMA_TeamA1_379,0.0,528.0,10.927647128728129,55.812,71.2647,4.8857129060148425,59.0418,61.9872
148,1902_24_TeamMA_TeamA1_380,0.0,528.0,11.319552855568107,55.4829,71.4882,3.0691821060341176,60.729,62.6658
149,1902_25_TeamMH_TeamA3_208,0.0,500.0,10.91075652464118,56.3883,71.7921,5.436350336392976,59.1879,60.5193
150,1902_26_TeamMC_TeamA1_27,1.0,600.0,11.914408537984588,55.5705,72.4056,4.623713841707771,59.4984,61.5831
151,1902_26_TeamMC_TeamA1_101,1.0,500.0,10.223961161898064,59.7186,73.0818,6.5930801246458435,57.0528,63.3519
152,1902_26_TeamMC_TeamA1_114,0.0,600.0,10.5142056761317,56.862,71.6778,3.6929808569771945,60.0471,62.784
153,1902_26_TeamMC_TeamA1_210,1.0,700.0,10.531779003568193,60.3789,73.6539,2.24001022319096,62.7372,65.6898
154,1902_26_TeamMH_TeamA3_11,0.0,750.0,11.327544667755673,56.2662,72.2388,5.35206982858034,58.3479,62.838
155,1902_26_TeamMH_TeamA3_52,0.0,650.0,9.188473657795399,57.0276,70.02,4.957057559681958,59.5254,60.8745
156,1902_26_TeamMH_TeamA3_54,0.0,650.0,9.017543900641687,57.3966,70.1466,4.3975540292303394,59.9508,61.2456
157,1902_26_TeamMH_TeamA3_110,1.0,550.0,9.186967551918318,56.6712,69.6264,3.569768374838906,60.2691,62.4636
158,1902_26_TeamMH_TeamA3_133,0.0,600.0,8.176283480897665,57.2676,68.763,4.69334908673966,59.7843,60.963
159,1902_26_TeamMH_TeamA3_212,0.0,600.0,12.968902810184057,53.3517,71.5359,4.128777855491867,59.5629,64.2933
160,1902_26_TeamMH_TeamA3_216,0.0,550.0,10.788057038225192,54.7881,69.8067,4.572539574459691,59.1186,62.955
161,1902_26_TeamMH_TeamA3_280,0.0,650.0,12.992349681254735,53.6136,71.9028,3.746845325070149,59.8929,63.6726
162,1902_26_TeamMH_TeamA3_281,0.0,600.0,12.128057081824767,54.2259,71.2863,4.213656138082461,59.5542,64.6713
163,1902_27_TeamMH_TeamA3_106,0.0,850.0,11.383055509835659,57.3453,73.1241,3.511340282570175,60.3933,64.9779
164,1902_27_TeamMH_TeamA3_137,0.0,650.0,10.000285101935845,56.031,70.1292,4.631411504066553,59.1822,62.382
165,1902_27_TeamMH_TeamA3_247,0.0,650.0,6.426326497307774,58.9548,68.0385,5.085074583523828,59.532,60.642
166,1902_27_TeamMH_TeamA3_248,0.0,600.0,8.831169346128513,56.6955,69.0957,5.160672418396655,60.6846,59.4087
167,1902_27_TeamMH_TeamA3_289,1.0,550.0,10.864608621574924,55.9329,71.2977,4.92838655951418,59.4324,61.0728
168,1902_27_TeamMH_TeamA3_298,1.0,650.0,10.468941131270148,55.6041,70.35,4.4942698316856795,59.3142,62.4192
169,1902_28_TeamMC_TeamA1_79,1.0,1050.0,10.291526388247762,57.2688,71.7222,4.3844632259833185,59.7039,61.7073
170,1902_28_TeamMC_TeamA1_102,0.0,1150.0,11.675826226867201,55.5288,72.0384,3.577843782224152,60.0618,63.6219
171,1902_28_TeamMC_TeamA1_104,0.0,1100.0,12.294130987589154,55.2261,72.6039,3.074061881289964,60.6255,63.0354
172,1902_28_TeamMC_TeamA1_105,0.0,950.0,11.558079540304263,56.3481,72.6075,3.22178535597889,60.4218,63.7998
173,1902_28_TeamMC_TeamA1_108,0.0,1050.0,12.83235064436754,55.1805,73.2891,3.232878075337831,60.5853,62.58
174,1902_28_TeamMC_TeamA1_133,0.0,1050.0,10.897051225446262,57.2775,72.4866,3.659613729616829,60.1608,62.5035
175,1902_28_TeamMC_TeamA1_182,0.0,1000.0,11.086048570162403,56.3355,71.9793,4.382738441887678,59.5836,61.9791
176,1902_28_TeamMC_TeamA1_185,0.0,1150.0,10.60623786693472,55.8876,70.8783,5.157889705102273,59.3082,60.8391
177,1902_28_TeamMC_TeamA1_186,0.0,850.0,11.705555181194956,55.4907,72.0429,4.163710407797356,59.8296,61.9602
178,1902_28_TeamMC_TeamA1_188,0.0,1050.0,14.82555763302008,54.2913,75.1464,4.312038705763207,59.4828,62.493
179,1902_28_TeamMC_TeamA1_206,0.0,950.0,13.246004160123155,56.5185,74.8086,3.6400851432349794,60.6723,61.5312
180,1902_28_TeamMC_TeamA1_208,0.0,1150.0,9.623331990532181,57.7482,71.2488,4.871986597887973,59.6817,60.7986
181,1902_28_TeamMC_TeamA1_211,0.0,1250.0,11.321016650460335,56.1282,72.1098,4.2378117230476375,59.4162,63.2904
182,1902_28_TeamMC_TeamA1_215,0.0,950.0,8.890479799200943,57.2037,69.7731,4.240010336072307,59.4294,64.1415
183,1902_28_TeamMC_TeamA1_216,0.0,1200.0,10.06064637138191,56.4417,70.6686,4.417554447881771,59.6697,61.7019
184,1902_29_TeamMF_TeamA2_65,0.0,550.0,10.589434531645212,57.3915,72.1893,3.5140352445586025,60.1767,63.0423
185,1902_29_TeamMF_TeamA2_78,0.0,650.0,11.661128369501819,55.8567,72.3234,4.6819818111564695,59.1918,62.1774
186,1902_29_TeamMF_TeamA2_114,0.0,600.0,11.504428577726056,56.4327,72.6069,3.879212476779277,59.9208,62.5356
